url,companyName,location,salary,contractType,jobTitle,jobDescription,jobCategory
"https://students.pl/oferty/asystent-kierownika-sinsay-pogodne-centrum-olesnica,olesnica/13764/","LPP S.A.",Oleśnica,"Nie podano","Umowa o pracę","Asystent Kierownika / Sinsay / Pogodne Centrum / Oleśnica","Asystent Kierownika / Sinsay / Pogodne Centrum / Oleśnica Sprzedaż Customer care Koordynacja zmiany",Sprzedaż
"https://students.pl/oferty/telefoniczny-doradca-klienta,rzeszow/13762/",CCIG,Rzeszów,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/telefoniczny-doradca-klienta-praca-biurowa-w-centrum-gdyni,gdynia/13761/",CCIG,Gdynia,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta - praca biurowa w centrum Gdyni","Telefoniczny Doradca Klienta - praca biurowa w centrum Gdyni Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/telefoniczny-doradca-klienta,wroclaw/13760/",CCIG,Wrocław,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/sprzedawca-sinsay-retail-park-srem-srem,srem/13759/","LPP S.A.",Śrem,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / Retail Park Śrem / Śrem","Sprzedawca / Sinsay / Retail Park Śrem / Śrem Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/asystent-kierownika-house-dekada-nysa,nysa/13758/","LPP S.A.",Nysa,"Nie podano","Umowa o pracę","Asystent Kierownika / House / Dekada / Nysa","Asystent Kierownika / House / Dekada / Nysa Obsługa klienta Customer care Koordynacja zmiany","Obsługa klienta"
"https://students.pl/oferty/sprzedawca-sinsay-futura-park-krakow,krakow/13757/","LPP S.A.",Kraków,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / FUTURA PARK / Kraków","Sprzedawca / Sinsay / FUTURA PARK / Kraków Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/dekorator-sinsay-galeria-kazimierz-krakow,krakow/13756/","LPP S.A.",Kraków,"Nie podano","Umowa o pracę","Dekorator / Sinsay / Galeria Kazimierz / Kraków","Dekorator / Sinsay / Galeria Kazimierz / Kraków Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/zastepca-dyrektora-salonu-sinsay-galeria-kazimierz-krakow,krakow/13755/","LPP S.A.",Kraków,"Nie podano","Umowa o pracę","Zastępca Dyrektora Salonu / Sinsay / Galeria Kazimierz / Kraków","Zastępca Dyrektora Salonu / Sinsay / Galeria Kazimierz / Kraków Sprzedaż Customer care Koordynacja zmiany",Sprzedaż
"https://students.pl/oferty/sprzedawca-house-galeria-rzeszow-rzeszow,rzeszow/13754/","LPP S.A.",Rzeszów,"Nie podano","Umowa o pracę","Sprzedawca / House / Galeria Rzeszów / Rzeszów","Sprzedawca / House / Galeria Rzeszów / Rzeszów Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/praktyki-zespo-zarzadzania-ryzykiem-regulacyjnym-i-usug-atestacyjnych,warszawa/13763/",KPMG,Warszawa,"Nie podano","Umowa zlecenie","Praktyki - Zespół Zarządzania Ryzykiem Regulacyjnym i Usług Atestacyjnych","Praktyki - Zespół Zarządzania Ryzykiem Regulacyjnym i Usług Atestacyjnych Finanse Microsoft Office Rachunkowość SGH",Finanse
"https://students.pl/oferty/zastepca-kierownika-salonu-sinsay-amber-kalisz,kalisz/13748/","LPP S.A.",Kalisz,"Nie podano","Umowa o pracę","Zastępca Kierownika Salonu / Sinsay / Amber / Kalisz","Zastępca Kierownika Salonu / Sinsay / Amber / Kalisz Sprzedaż Koordynacja zmiany",Sprzedaż
"https://students.pl/oferty/employer-branding-specialist,warszawa/13440/",Testronic,Warszawa,"Nie podano",,"Employer Branding Specialist","Employer Branding Specialist HR Employer branding",HR
"https://students.pl/oferty/e-learning-designer,warszawa/13439/",Testronic,Warszawa,"Nie podano",,"E-learning designer","E-learning designer HR",HR
"https://students.pl/oferty/qa-analyst,warszawa/13427/",Testronic,Warszawa,"Nie podano",,"QA Analyst","QA Analyst Inżynieria i technologia IT i Programowanie","Inżynieria i technologia"
"https://students.pl/oferty/learning-development-specialist,warszawa/13426/",Testronic,Warszawa,"Nie podano",,"Learning & Development Specialist","Learning & Development Specialist HR",HR
"https://students.pl/oferty/talent-acquisition-specialist,warszawa/13413/",Testronic,Warszawa,"Nie podano",,"Talent Acquisition Specialist","Talent Acquisition Specialist HR Microsoft Office Rekrutacja",HR
"https://students.pl/oferty/junior-ap-accountant,szczecin/13201/",Wilhelmsen,Szczecin,"Nie podano","Umowa o pracę","Junior AP Accountant","Junior AP Accountant Finanse Analiza danych Rachunkowość angielski Ekonomia",Finanse
"https://students.pl/oferty/praktykant-w-dziale-customer-service-center,warszawa/12592/","Mercedes-Benz Financial Services",Warszawa,"2000 - 4000zł","Umowa zlecenie","Praktykant w Dziale Customer Service Center","Praktykant w Dziale Customer Service Center Obsługa klienta Customer care angielski polski","Obsługa klienta"
"https://students.pl/oferty/player-support-professional,warszawa/13744/",Testronic,Warszawa,"Nie podano",,"Player Support Professional","Player Support Professional IT i Programowanie Obsługa klienta Obsługa klienta zagranicznego Customer care angielski","IT i Programowanie"
"https://students.pl/oferty/telefoniczny-doradca-klienta,tarnow/13742/",CCIG,Tarnów,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/telefoniczny-doradca-klienta,czestochowa/13743/",CCIG,Częstochowa,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/telefoniczny-doradca-klienta,tarnow/13741/",CCIG,Tarnów,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/sprzedawca-reserved-wroclavia-wroclaw,wroclaw/13740/","LPP S.A.",Wrocław,"Nie podano","Umowa o pracę","Sprzedawca / Reserved / Wroclavia / Wroclaw","Sprzedawca / Reserved / Wroclavia / Wroclaw Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-sinsay-retail-park-starachowice,starachowice/13739/","LPP S.A.",Starachowice,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / Retail Park / Starachowice","Sprzedawca / Sinsay / Retail Park / Starachowice Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/dekorator-sinsay-skende-lublin,lublin/13738/","LPP S.A.",Lublin,"Nie podano","Umowa o pracę","Dekorator / Sinsay / Skende / Lublin","Dekorator / Sinsay / Skende / Lublin Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/starszy-sprzedawca-sinsay-skende-lublin,lublin/13737/","LPP S.A.",Lublin,"Nie podano","Umowa o pracę","Starszy Sprzedawca / Sinsay / Skende / Lublin","Starszy Sprzedawca / Sinsay / Skende / Lublin Sprzedaż Customer care Koordynacja zmiany",Sprzedaż
"https://students.pl/oferty/business-support-junior-assistant,gdansk/13736/",KPMG,Gdańsk,"Nie podano","Umowa o pracę","Business Support Junior Assistant","Business Support Junior Assistant Administracja Microsoft Office angielski",Administracja
"https://students.pl/oferty/telefoniczny-doradca-klienta-branza-telekomunikacyjna,katowice/13734/",CCIG,Katowice,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta - branża telekomunikacyjna","Telefoniczny Doradca Klienta - branża telekomunikacyjna Obsługa klienta Sprzedaż Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/asystent-kierownika-cropp-galaxy-szczecin,szczecin/13732/","LPP S.A.",Szczecin,"Nie podano","Umowa o pracę","Asystent Kierownika / Cropp / Galaxy / Szczecin","Asystent Kierownika / Cropp / Galaxy / Szczecin Sprzedaż Customer care Koordynacja zmiany",Sprzedaż
"https://students.pl/oferty/sprzedawca-sinsay-retail-park-jastrowie,jastrowie/13731/","LPP S.A.",Jastrowie,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / Retail Park / Jastrowie","Sprzedawca / Sinsay / Retail Park / Jastrowie Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/starszy-sprzedawca-sinsay-retail-park-jastrowie,jastrowie/13730/","LPP S.A.",Jastrowie,"Nie podano","Umowa o pracę","Starszy Sprzedawca / Sinsay / Retail Park / Jastrowie","Starszy Sprzedawca / Sinsay / Retail Park / Jastrowie Sprzedaż Customer care Koordynacja zmiany",Sprzedaż
"https://students.pl/oferty/dekorator-sinsay-retail-park-jastrowie,jastrowie/13729/","LPP S.A.",Jastrowie,"Nie podano","Umowa o pracę","Dekorator / Sinsay / Retail Park / Jastrowie","Dekorator / Sinsay / Retail Park / Jastrowie Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-sinsay-bronowice-krakow,krakow/13728/","LPP S.A.",Kraków,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / Bronowice / Kraków","Sprzedawca / Sinsay / Bronowice / Kraków Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/stazysta-w-dziale-sprzedazy-modern-trade,poznan/13735/",Lorenz,Poznań,"Nie podano",,"Stażysta w Dziale Sprzedaży - Modern Trade","Stażysta w Dziale Sprzedaży - Modern Trade Sprzedaż Analiza danych Microsoft Office",Sprzedaż
"https://students.pl/oferty/staz-w-dziale-administracji-inwestycyjnej,krakow/13222/",HedgeServ,Kraków,"Nie podano",,"Staż w dziale administracji inwestycyjnej","Staż w dziale administracji inwestycyjnej Administracja Finanse AML KYC Microsoft Excel angielski Ekonomia Rachunkowość",Administracja
"https://students.pl/oferty/praktykant-dzia-usug-ksiegowych,katowice/13726/",KPMG,Katowice,"Nie podano","Umowa zlecenie","Praktykant - Dział Usług Księgowych","Praktykant - Dział Usług Księgowych Finanse Microsoft Office Rachunkowość Ekonomia",Finanse
"https://students.pl/oferty/praktykant-dzia-usug-ksiegowych,warszawa/13725/",KPMG,Warszawa,"Nie podano","Umowa zlecenie","Praktykant - Dział Usług Księgowych","Praktykant - Dział Usług Księgowych Finanse Microsoft Office Ekonomia Rachunkowość SGH",Finanse
"https://students.pl/oferty/telefoniczny-doradca-klienta,gdansk/13718/",CCIG,Gdańsk,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/doradca-klienta-detalicznego-bez-obsugi-gotowkowej,chelmza/13724/","BNP Paribas Bank Polska",Chełmża,"Nie podano","Umowa o pracę","Doradca Klienta Detalicznego (bez obsługi gotówkowej)","Doradca Klienta Detalicznego (bez obsługi gotówkowej) Finanse Bankowość detaliczna Microsoft Office",Finanse
"https://students.pl/oferty/private-capital-depositary-junior-specialist,warszawa/13723/","BNP Paribas Securities Services",Warszawa,"Nie podano",,"Private Capital Depositary (Junior) Specialist","Private Capital Depositary (Junior) Specialist Finanse Bankowość inwestycyjna Rachunkowość francuski niemiecki SGH",Finanse
"https://students.pl/oferty/process-documentation-writing-junior-specialist,krakow/13720/",Accenture,Kraków,"Nie podano",,"Process Documentation Writing Junior Specialist","Process Documentation Writing Junior Specialist Finanse Analiza danych",Finanse
"https://students.pl/oferty/reporting-analyst-with-english,warszawa/13719/",Accenture,Warszawa,"Nie podano",,"Reporting Analyst with English","Reporting Analyst with English Finanse Analiza danych Microsoft Excel SQL",Finanse
"https://students.pl/oferty/specjalista-ds-obsugi-infolinii-przychodzacej,tarnow/13717/",CCIG,Tarnów,"Nie podano","Umowa zlecenie","Specjalista ds. obsługi infolinii przychodzącej","Specjalista ds. obsługi infolinii przychodzącej Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/telefoniczny-doradca-ds-klienta-biznesowego,katowice/13716/",CCIG,Katowice,"Nie podano","Umowa zlecenie","Telefoniczny Doradca ds. Klienta Biznesowego","Telefoniczny Doradca ds. Klienta Biznesowego Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/doradca-infolinii-medycznej,zielona-gora/13715/",CCIG,"Zielona Góra","Nie podano","Umowa zlecenie","Doradca Infolinii Medycznej","Doradca Infolinii Medycznej Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/telefoniczny-doradca-klienta,lodz/13714/",CCIG,Łódź,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/specjalista-ds-obsugi-klienta,tarnow/13713/",CCIG,Tarnów,"Nie podano","Umowa zlecenie","Specjalista ds. obsługi klienta","Specjalista ds. obsługi klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/telefoniczny-doradca-klienta,tarnow/13712/",CCIG,Tarnów,"Nie podano","Umowa zlecenie","Telefoniczny Doradca Klienta","Telefoniczny Doradca Klienta Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/sprzedawca-sinsay-starachowice,starachowice/13711/","LPP S.A.",Starachowice,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / Starachowice","Sprzedawca / Sinsay / Starachowice Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-mohito-galeria-corso-swinoujscie,swinoujscie/13709/","LPP S.A.",Świnoujście,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Galeria Corso / Świnoujscie","Sprzedawca / Mohito / Galeria Corso / Świnoujscie Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-sinsay-multibox-ponsk,plonsk/13708/","LPP S.A.",Płońsk,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / Multibox / Płońsk","Sprzedawca / Sinsay / Multibox / Płońsk Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/asystent-kierownika-mohito-galeria-siedlce-siedlce,siedlce/13707/","LPP S.A.",Siedlce,"Nie podano","Umowa o pracę","Asystent Kierownika / Mohito / Galeria Siedlce / Siedlce","Asystent Kierownika / Mohito / Galeria Siedlce / Siedlce Sprzedaż Customer care Koordynacja zmiany",Sprzedaż
"https://students.pl/oferty/sprzedawca-mohito-galeria-siedlce-siedlce,siedlce/13706/","LPP S.A.",Siedlce,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Galeria Siedlce / Siedlce","Sprzedawca / Mohito / Galeria Siedlce / Siedlce Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-vivo-pia-pia,pila/13449/","LPP S.A.",Piła,"Nie podano","Umowa o pracę","Sprzedawca / Reserved / VIVO! Piła / Piła","Sprzedawca / Reserved / VIVO! Piła / Piła Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/specjalista-ds-sprzedazy-z-jezykiem-rumunskim-obsuga-sprzedazy-rynek-rumunski,krakow/13419/","ELHURT PLUS",Kraków,"4000 - 8000zł","Umowa o pracę","Specjalista ds. sprzedaży z językiem Rumuńskim - obsługa sprzedaży rynek Rumuński","Specjalista ds. sprzedaży z językiem Rumuńskim - obsługa sprzedaży rynek Rumuński Języki obce Obsługa klienta rumuński","Języki obce"
"https://students.pl/oferty/praca-w-dziale-sprzedazy,wroclaw/13306/","Statson Linfield",Wrocław,"Nie podano","Umowa zlecenie","Praca w dziale sprzedaży","Praca w dziale sprzedaży Marketing i reklama","Marketing i reklama"
"https://students.pl/oferty/sprzedawca-mohito-galeria-odzka-odz,lodz/13092/","LPP S.A.",Łódź,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Galeria Łódzka / Łódź","Sprzedawca / Mohito / Galeria Łódzka / Łódź Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-dodatek-transportowy-reserved-ch-janki-janki,janki/13091/","LPP S.A.",Janki,"Nie podano","Umowa o pracę","Sprzedawca (+dodatek transportowy) / Reserved / CH Janki / Janki","Sprzedawca (+dodatek transportowy) / Reserved / CH Janki / Janki Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-twierdza-kodzko-kodzko,klodzko/13090/","LPP S.A.",Kłodzko,"Nie podano","Umowa zlecenie","Sprzedawca / Reserved / Twierdza Kłodzko / Kłodzko","Sprzedawca / Reserved / Twierdza Kłodzko / Kłodzko Obsługa klienta","Obsługa klienta"
"https://students.pl/oferty/starszy-sprzedawca-sinsay-retail-park-starachowice,starachowice/13089/","LPP S.A.",Starachowice,"Nie podano",,"Starszy Sprzedawca / Sinsay / Retail Park / Starachowice","Starszy Sprzedawca / Sinsay / Retail Park / Starachowice Sprzedaż",Sprzedaż
"https://students.pl/oferty/dekorator-sinsay-retail-park-starachowice,starachowice/13088/","LPP S.A.",Starachowice,"Nie podano",,"Dekorator / Sinsay / Retail Park / Starachowice","Dekorator / Sinsay / Retail Park / Starachowice Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-house-galeria-glogovia-ruszowice,glogow/13087/","LPP S.A.",Głogów,"Nie podano",,"Sprzedawca / House / Galeria Glogovia / Ruszowice","Sprzedawca / House / Galeria Glogovia / Ruszowice Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-silesia-katowice,katowice/13086/","LPP S.A.",Katowice,"Nie podano",,"Sprzedawca / Reserved / Silesia / Katowice","Sprzedawca / Reserved / Silesia / Katowice Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-house-alfa-centrum-grudziadz,grudziadz/13085/","LPP S.A.",Grudziądz,"Nie podano",,"Sprzedawca / House / Alfa Centrum / Grudziądz","Sprzedawca / House / Alfa Centrum / Grudziądz Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-sinsay-dl-city-zgorzelec,zgorzelec/13084/","LPP S.A.",Zgorzelec,"Nie podano",,"Sprzedawca / Sinsay / DL City / Zgorzelec","Sprzedawca / Sinsay / DL City / Zgorzelec Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-dodatek-transportowy-reserved-bielany-park,wroclaw/13082/","LPP S.A.",Wrocław,"Nie podano",,"Sprzedawca (+dodatek transportowy) / Reserved / Bielany Park","Sprzedawca (+dodatek transportowy) / Reserved / Bielany Park Sprzedaż",Sprzedaż
"https://students.pl/oferty/dekorator-sinsay-forum-gliwice,gliwice/13081/","LPP S.A.",Gliwice,"Nie podano","Umowa o pracę","Dekorator / Sinsay / Forum / Gliwice","Dekorator / Sinsay / Forum / Gliwice Sprzedaż",Sprzedaż
"https://students.pl/oferty/dekorator-sinsay-europa-centralna-gliwice,gliwice/13080/","LPP S.A.",Gliwice,"Nie podano","Umowa o pracę","Dekorator / Sinsay / Europa Centralna / Gliwice","Dekorator / Sinsay / Europa Centralna / Gliwice Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-cropp-zielone-arkady-bydgoszcz,bydgoszcz/13079/","LPP S.A.",Bydgoszcz,"Nie podano",,"Sprzedawca / Cropp / Zielone Arkady / Bydgoszcz","Sprzedawca / Cropp / Zielone Arkady / Bydgoszcz Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-galeria-mokotow-warszawa,warszawa/13078/","LPP S.A.",Warszawa,"Nie podano",,"Sprzedawca / Reserved / Galeria Mokotów / Warszawa","Sprzedawca / Reserved / Galeria Mokotów / Warszawa Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-silesia-katowice,katowice/13077/","LPP S.A.",Katowice,"Nie podano",,"Sprzedawca / Reserved / Silesia / Katowice","Sprzedawca / Reserved / Silesia / Katowice Sprzedaż",Sprzedaż
"https://students.pl/oferty/sprzedawca-sinsay-vendo-park-inowrocaw,inowroclaw/13076/","LPP S.A.",Inowrocław,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / Vendo Park / Inowrocław","Sprzedawca / Sinsay / Vendo Park / Inowrocław Sprzedaż",Sprzedaż
"https://students.pl/oferty/poszukiwana-recepcjonistka-warszawa-centrummokotowursynow,warszawa/13071/",Juwentus,Warszawa,"Nie podano","Umowa zlecenie","Poszukiwana Recepcjonistka Warszawa Centrum/Mokotów/Ursynów","Poszukiwana Recepcjonistka Warszawa Centrum/Mokotów/Ursynów Administracja Microsoft Excel Recepcja Sekretariat angielski",Administracja
"https://students.pl/oferty/fullstack-developer,krakow/13064/","Andersen Lab",Kraków,"Nie podano","Umowa o pracę","Fullstack Developer","Fullstack Developer IT i Programowanie angielski","IT i Programowanie"
"https://students.pl/oferty/sprzedawca-sinsay-stara-garbarnia-zyrardow,zyrardow/13051/","LPP S.A.",Żyrardów,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / Stara Garbarnia / Żyrardów","Sprzedawca / Sinsay / Stara Garbarnia / Żyrardów Obsługa klienta Customer care","Obsługa klienta"
"https://students.pl/oferty/dekorator-sinsay-tkalnia-pabianice,pabianice/13050/","LPP S.A.",Pabianice,"Nie podano","Umowa o pracę","Dekorator / Sinsay / Tkalnia / Pabianice","Dekorator / Sinsay / Tkalnia / Pabianice Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/modszy-copywriter,gdansk/13048/","LPP S.A.",Gdańsk,"Nie podano","Umowa o pracę","Młodszy Copywriter","Młodszy Copywriter Marketing i reklama Copywriting moda","Marketing i reklama"
"https://students.pl/oferty/specjalista-ds-telefonicznych-konsultacji,lodz/13046/",CCIG,Łódź,"Nie podano","Umowa zlecenie","Specjalista ds. telefonicznych konsultacji","Specjalista ds. telefonicznych konsultacji Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/sprzedawca-house-galeria-corso-swinoujscie,swinoujscie/13045/","LPP S.A.",Świnoujście,"Nie podano","Umowa o pracę","Sprzedawca / House / Galeria Corso / Świnoujscie","Sprzedawca / House / Galeria Corso / Świnoujscie Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-galeria-corso-swinoujscie,swinoujscie/13044/","LPP S.A.",Świnoujście,"Nie podano","Umowa o pracę","Sprzedawca / Reserved / Galeria Corso / Świnoujscie","Sprzedawca / Reserved / Galeria Corso / Świnoujscie Obsługa klienta Customer care","Obsługa klienta"
"https://students.pl/oferty/dekorator-reserved-stara-ujezdzalnia-jarosaw,jaroslaw/13042/","LPP S.A.",Jarosław,"Nie podano","Umowa o pracę","Dekorator / Reserved / Stara Ujeżdżalnia / Jarosław","Dekorator / Reserved / Stara Ujeżdżalnia / Jarosław Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-sinsay-galeria-rondo-bochnia,bochnia/13041/","LPP S.A.",Bochnia,"Nie podano","Umowa o pracę","Sprzedawca / Sinsay / Galeria Rondo / Bochnia","Sprzedawca / Sinsay / Galeria Rondo / Bochnia Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/associate-translation-coordinator,warszawa/13039/",Testronic,Warszawa,"Nie podano",,"Associate Translation Coordinator","Associate Translation Coordinator Języki obce Zarządzanie projektami angielski","Języki obce"
"https://students.pl/oferty/specjalista-ds-telefonicznych-konsultacji,gdynia/13038/",CCIG,Gdynia,"Nie podano","Umowa zlecenie","Specjalista ds. telefonicznych konsultacji","Specjalista ds. telefonicznych konsultacji Obsługa klienta Call center Customer care","Obsługa klienta"
"https://students.pl/oferty/modsza-specjalistka-modszy-specjalista-ds-transakcji-bankowych,gdansk/13037/","LPP S.A.",Gdańsk,"Nie podano","Umowa o pracę","Młodsza Specjalistka / Młodszy Specjalista ds. transakcji bankowych","Młodsza Specjalistka / Młodszy Specjalista ds. transakcji bankowych Finanse Microsoft Office Ekonomia",Finanse
"https://students.pl/oferty/asystentka-asystent-kupca-mody,gdansk/13036/","LPP S.A.",Gdańsk,"Nie podano","Umowa o pracę","Asystentka/ Asystent Kupca Mody","Asystentka/ Asystent Kupca Mody Sprzedaż Analiza danych Social media Ekonomia",Sprzedaż
"https://students.pl/oferty/sprzedawca-reserved-plaza-poznan,poznan/13035/","LPP S.A.",Poznań,"Nie podano","Umowa o pracę","Sprzedawca / Reserved / Plaza / Poznań","Sprzedawca / Reserved / Plaza / Poznań Sprzedaż Customer care",Sprzedaż
"https://students.pl/oferty/sprzedawca-mohito-galeria-katowicka-katowice,katowice/13034/","LPP S.A.",Katowice,"Nie podano","Umowa o pracę","Sprzedawca / Mohito / Galeria Katowicka / Katowice","Sprzedawca / Mohito / Galeria Katowicka / Katowice Sprzedaż Customer care",Sprzedaż
